               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 323,            0.041082,            0.021299,           0.0015713,             0.90491,                   1,               0.995,             0.82086,            0.027154,           0.0043436,           0.0012821,           0.0036244,           0.0036244,           0.0036244
                 324,            0.038954,            0.021677,           0.0015797,             0.61077,                   1,             0.82833,              0.4641,            0.029539,            0.004338,           0.0012616,           0.0036046,           0.0036046,           0.0036046
                 325,             0.03843,            0.019459,           0.0015585,             0.61077,                   1,             0.82833,              0.4641,            0.029539,            0.004338,           0.0012616,           0.0035848,           0.0035848,           0.0035848
                 326,            0.038375,            0.019457,           0.0017738,             0.61077,                   1,             0.82833,              0.4641,            0.029539,            0.004338,           0.0012616,            0.003565,            0.003565,            0.003565
                 327,            0.035526,             0.01772,           0.0014693,             0.90149,                   1,               0.995,             0.57208,            0.031673,           0.0044046,            0.001267,           0.0035452,           0.0035452,           0.0035452
                 328,            0.044659,            0.021735,           0.0015443,             0.90149,                   1,               0.995,             0.57208,            0.031673,           0.0044046,            0.001267,           0.0035254,           0.0035254,           0.0035254
                 329,            0.039908,            0.020301,           0.0016257,             0.90149,                   1,               0.995,             0.57208,            0.031673,           0.0044046,            0.001267,           0.0035056,           0.0035056,           0.0035056
                 330,            0.037453,            0.017782,           0.0015741,             0.90149,                   1,               0.995,             0.57208,            0.031673,           0.0044046,            0.001267,           0.0034858,           0.0034858,           0.0034858
                 331,            0.045552,            0.019783,           0.0016294,              0.8702,                   1,               0.995,             0.57211,             0.03588,           0.0045933,           0.0012686,            0.003466,            0.003466,            0.003466
                 332,            0.048072,            0.022469,           0.0015882,              0.8702,                   1,               0.995,             0.57211,             0.03588,           0.0045933,           0.0012686,           0.0034462,           0.0034462,           0.0034462
                 333,             0.03956,            0.019468,           0.0015804,              0.8702,                   1,               0.995,             0.57211,             0.03588,           0.0045933,           0.0012686,           0.0034264,           0.0034264,           0.0034264
                 334,            0.041779,            0.020045,            0.001716,             0.83446,                   1,               0.995,             0.54725,            0.034007,           0.0044432,           0.0012508,           0.0034066,           0.0034066,           0.0034066
                 335,            0.041814,            0.018838,           0.0016271,             0.83446,                   1,               0.995,             0.54725,            0.034007,           0.0044432,           0.0012508,           0.0033868,           0.0033868,           0.0033868
                 336,            0.040167,            0.016319,           0.0017856,             0.83446,                   1,               0.995,             0.54725,            0.034007,           0.0044432,           0.0012508,            0.003367,            0.003367,            0.003367
                 337,            0.039907,            0.020188,           0.0015432,             0.90789,                   1,               0.995,             0.56383,            0.029729,           0.0042355,            0.001273,           0.0033472,           0.0033472,           0.0033472
                 338,            0.036013,            0.017954,           0.0016124,             0.90789,                   1,               0.995,             0.56383,            0.029729,           0.0042355,            0.001273,           0.0033274,           0.0033274,           0.0033274
                 339,            0.036548,             0.01756,           0.0014975,             0.90789,                   1,               0.995,             0.56383,            0.029729,           0.0042355,            0.001273,           0.0033076,           0.0033076,           0.0033076
                 340,            0.037324,            0.021657,           0.0015905,              0.9774,                   1,               0.995,             0.57217,            0.028898,           0.0041321,           0.0012457,           0.0032878,           0.0032878,           0.0032878
                 341,            0.043406,            0.021066,            0.001728,              0.9774,                   1,               0.995,             0.57217,            0.028898,           0.0041321,           0.0012457,            0.003268,            0.003268,            0.003268
                 342,            0.041986,            0.017721,           0.0014811,              0.9774,                   1,               0.995,             0.57217,            0.028898,           0.0041321,           0.0012457,           0.0032482,           0.0032482,           0.0032482
                 343,            0.044481,            0.020311,           0.0015205,             0.83682,                   1,               0.995,             0.56383,            0.039206,           0.0047153,            0.001284,           0.0032284,           0.0032284,           0.0032284
                 344,            0.042729,             0.01636,           0.0016107,             0.83682,                   1,               0.995,             0.56383,            0.039206,           0.0047153,            0.001284,           0.0032086,           0.0032086,           0.0032086
                 345,            0.048851,            0.022164,            0.001543,             0.83682,                   1,               0.995,             0.56383,            0.039206,           0.0047153,            0.001284,           0.0031888,           0.0031888,           0.0031888
                 346,            0.047631,            0.019983,           0.0015101,             0.83682,                   1,               0.995,             0.56383,            0.039206,           0.0047153,            0.001284,            0.003169,            0.003169,            0.003169
                 347,            0.050692,            0.016802,           0.0016952,             0.81529,                   1,               0.995,             0.51413,             0.04635,           0.0051003,           0.0013062,           0.0031492,           0.0031492,           0.0031492
                 348,            0.056039,            0.021401,           0.0018179,             0.81529,                   1,               0.995,             0.51413,             0.04635,           0.0051003,           0.0013062,           0.0031294,           0.0031294,           0.0031294
                 349,            0.055259,            0.021389,           0.0017098,             0.81529,                   1,               0.995,             0.51413,             0.04635,           0.0051003,           0.0013062,           0.0031096,           0.0031096,           0.0031096
                 350,            0.046891,            0.019953,           0.0015409,             0.85028,                   1,               0.995,              0.4975,            0.039675,           0.0048173,           0.0013183,           0.0030898,           0.0030898,           0.0030898
                 351,            0.044888,             0.01886,            0.001671,             0.85028,                   1,               0.995,              0.4975,            0.039675,           0.0048173,           0.0013183,             0.00307,             0.00307,             0.00307
                 352,            0.043309,            0.018829,           0.0017935,             0.85028,                   1,               0.995,              0.4975,            0.039675,           0.0048173,           0.0013183,           0.0030502,           0.0030502,           0.0030502
                 353,            0.039236,            0.016437,           0.0016333,             0.91822,                   1,               0.995,             0.57217,            0.025675,           0.0040713,           0.0013101,           0.0030304,           0.0030304,           0.0030304
                 354,            0.033351,            0.016113,            0.001665,             0.91822,                   1,               0.995,             0.57217,            0.025675,           0.0040713,           0.0013101,           0.0030106,           0.0030106,           0.0030106
                 355,            0.039628,             0.01752,           0.0017076,             0.91822,                   1,               0.995,             0.57217,            0.025675,           0.0040713,           0.0013101,           0.0029908,           0.0029908,           0.0029908
                 356,            0.035622,             0.01775,            0.001591,             0.97846,                   1,               0.995,             0.59708,            0.030612,           0.0043011,           0.0012726,            0.002971,            0.002971,            0.002971
                 357,            0.040828,            0.020461,           0.0017244,             0.97846,                   1,               0.995,             0.59708,            0.030612,           0.0043011,           0.0012726,           0.0029512,           0.0029512,           0.0029512
                 358,            0.040243,            0.021475,            0.001622,             0.97846,                   1,               0.995,             0.59708,            0.030612,           0.0043011,           0.0012726,           0.0029314,           0.0029314,           0.0029314
                 359,            0.040897,            0.017361,            0.001475,             0.97422,                   1,               0.995,             0.65506,            0.029099,           0.0041404,           0.0012779,           0.0029116,           0.0029116,           0.0029116
                 360,            0.036829,            0.017263,           0.0014963,             0.97422,                   1,               0.995,             0.65506,            0.029099,           0.0041404,           0.0012779,           0.0028918,           0.0028918,           0.0028918
                 361,            0.033874,            0.016785,           0.0017794,             0.97422,                   1,               0.995,             0.65506,            0.029099,           0.0041404,           0.0012779,            0.002872,            0.002872,            0.002872
                 362,            0.039932,            0.019801,           0.0015302,             0.97422,                   1,               0.995,             0.65506,            0.029099,           0.0041404,           0.0012779,           0.0028522,           0.0028522,           0.0028522
                 363,            0.034199,            0.017517,           0.0015182,             0.99958,                   1,               0.995,             0.65509,            0.030496,           0.0041154,           0.0012447,           0.0028324,           0.0028324,           0.0028324
                 364,            0.037497,            0.019251,           0.0015442,             0.99958,                   1,               0.995,             0.65509,            0.030496,           0.0041154,           0.0012447,           0.0028126,           0.0028126,           0.0028126
                 365,            0.040531,            0.018201,           0.0015718,             0.99958,                   1,               0.995,             0.65509,            0.030496,           0.0041154,           0.0012447,           0.0027928,           0.0027928,           0.0027928
                 366,            0.035344,            0.016177,           0.0016045,             0.94299,                   1,               0.995,             0.65508,            0.029297,           0.0040326,           0.0012223,            0.002773,            0.002773,            0.002773
                 367,            0.036371,            0.019102,           0.0015081,             0.94299,                   1,               0.995,             0.65508,            0.029297,           0.0040326,           0.0012223,           0.0027532,           0.0027532,           0.0027532
                 368,            0.040113,            0.020511,           0.0015753,             0.94299,                   1,               0.995,             0.65508,            0.029297,           0.0040326,           0.0012223,           0.0027334,           0.0027334,           0.0027334
                 369,            0.038228,            0.023877,           0.0016459,             0.97892,                   1,               0.995,             0.57225,            0.028902,           0.0040127,           0.0011968,           0.0027136,           0.0027136,           0.0027136
                 370,            0.033521,            0.014404,           0.0014637,             0.97892,                   1,               0.995,             0.57225,            0.028902,           0.0040127,           0.0011968,           0.0026938,           0.0026938,           0.0026938
                 371,            0.037604,            0.018773,           0.0015145,             0.97892,                   1,               0.995,             0.57225,            0.028902,           0.0040127,           0.0011968,            0.002674,            0.002674,            0.002674
                 372,            0.036858,            0.019877,           0.0015971,             0.98139,                   1,               0.995,             0.54732,            0.027885,           0.0039824,           0.0012092,           0.0026542,           0.0026542,           0.0026542
                 373,            0.034071,            0.016704,            0.001583,             0.98139,                   1,               0.995,             0.54732,            0.027885,           0.0039824,           0.0012092,           0.0026344,           0.0026344,           0.0026344
                 374,            0.030822,            0.014248,           0.0014645,             0.98139,                   1,               0.995,             0.54732,            0.027885,           0.0039824,           0.0012092,           0.0026146,           0.0026146,           0.0026146
                 375,            0.035242,            0.017987,           0.0016273,             0.96727,                   1,               0.995,             0.62199,             0.02702,           0.0040466,            0.001184,           0.0025948,           0.0025948,           0.0025948
                 376,            0.034325,            0.017858,           0.0013956,             0.96727,                   1,               0.995,             0.62199,             0.02702,           0.0040466,            0.001184,            0.002575,            0.002575,            0.002575
                 377,            0.033526,            0.018232,           0.0015691,             0.96727,                   1,               0.995,             0.62199,             0.02702,           0.0040466,            0.001184,           0.0025552,           0.0025552,           0.0025552
                 378,            0.032085,             0.01558,            0.001486,             0.96727,                   1,               0.995,             0.62199,             0.02702,           0.0040466,            0.001184,           0.0025354,           0.0025354,           0.0025354
                 379,            0.037625,            0.021369,           0.0014528,             0.96602,                   1,               0.995,             0.59707,            0.028205,           0.0041844,           0.0011765,           0.0025156,           0.0025156,           0.0025156
                 380,            0.035376,            0.016126,           0.0015513,             0.96602,                   1,               0.995,             0.59707,            0.028205,           0.0041844,           0.0011765,           0.0024958,           0.0024958,           0.0024958
                 381,            0.037963,            0.017466,           0.0015063,             0.96602,                   1,               0.995,             0.59707,            0.028205,           0.0041844,           0.0011765,            0.002476,            0.002476,            0.002476
                 382,            0.035257,            0.018482,           0.0014272,             0.96576,                   1,               0.995,             0.59707,            0.025054,           0.0040061,           0.0011674,           0.0024562,           0.0024562,           0.0024562
                 383,            0.035329,            0.021161,           0.0014813,             0.96576,                   1,               0.995,             0.59707,            0.025054,           0.0040061,           0.0011674,           0.0024364,           0.0024364,           0.0024364
                 384,            0.035612,            0.018329,           0.0014218,             0.96576,                   1,               0.995,             0.59707,            0.025054,           0.0040061,           0.0011674,           0.0024166,           0.0024166,           0.0024166
                 385,            0.035468,            0.015933,           0.0014622,             0.97676,                   1,               0.995,             0.59724,            0.026561,            0.004015,           0.0011567,           0.0023968,           0.0023968,           0.0023968
                 386,            0.039389,            0.016823,           0.0014426,             0.97676,                   1,               0.995,             0.59724,            0.026561,            0.004015,           0.0011567,            0.002377,            0.002377,            0.002377
                 387,            0.037665,            0.020024,           0.0014618,             0.97676,                   1,               0.995,             0.59724,            0.026561,            0.004015,           0.0011567,           0.0023572,           0.0023572,           0.0023572
                 388,            0.033061,            0.016032,           0.0016013,             0.97668,                   1,               0.995,             0.57223,            0.025441,           0.0039812,           0.0011317,           0.0023374,           0.0023374,           0.0023374
                 389,            0.034353,            0.019369,           0.0014867,             0.97668,                   1,               0.995,             0.57223,            0.025441,           0.0039812,           0.0011317,           0.0023176,           0.0023176,           0.0023176
                 390,            0.035432,             0.02084,           0.0015091,             0.97668,                   1,               0.995,             0.57223,            0.025441,           0.0039812,           0.0011317,           0.0022978,           0.0022978,           0.0022978
                 391,            0.035718,            0.019956,            0.001411,             0.96636,                   1,               0.995,             0.57242,            0.026102,           0.0039435,           0.0011186,            0.002278,            0.002278,            0.002278
                 392,            0.035183,            0.017134,            0.001284,             0.96636,                   1,               0.995,             0.57242,            0.026102,           0.0039435,           0.0011186,           0.0022582,           0.0022582,           0.0022582
                 393,            0.034612,            0.020339,           0.0013791,             0.96636,                   1,               0.995,             0.57242,            0.026102,           0.0039435,           0.0011186,           0.0022384,           0.0022384,           0.0022384
                 394,            0.036609,            0.016693,           0.0014689,             0.96636,                   1,               0.995,             0.57242,            0.026102,           0.0039435,           0.0011186,           0.0022186,           0.0022186,           0.0022186
                 395,            0.031207,            0.015651,           0.0013305,             0.91443,                   1,               0.995,             0.65513,            0.027956,           0.0040159,            0.001082,           0.0021988,           0.0021988,           0.0021988
                 396,            0.038245,            0.014785,           0.0013546,             0.91443,                   1,               0.995,             0.65513,            0.027956,           0.0040159,            0.001082,            0.002179,            0.002179,            0.002179
                 397,            0.032424,            0.017668,           0.0012834,             0.91443,                   1,               0.995,             0.65513,            0.027956,           0.0040159,            0.001082,           0.0021592,           0.0021592,           0.0021592
                 398,             0.03458,             0.01759,           0.0013467,             0.90215,                   1,               0.995,             0.57229,             0.02555,           0.0039085,           0.0010505,           0.0021394,           0.0021394,           0.0021394
                 399,            0.034418,            0.014959,           0.0014038,             0.90215,                   1,               0.995,             0.57229,             0.02555,           0.0039085,           0.0010505,           0.0021196,           0.0021196,           0.0021196
                 400,            0.032629,            0.017516,           0.0014461,             0.90215,                   1,               0.995,             0.57229,             0.02555,           0.0039085,           0.0010505,           0.0020998,           0.0020998,           0.0020998
                 401,            0.033175,            0.015883,           0.0013286,              0.9644,                   1,               0.995,             0.59716,            0.024389,           0.0038418,           0.0010496,             0.00208,             0.00208,             0.00208
                 402,            0.032142,            0.017708,           0.0014309,              0.9644,                   1,               0.995,             0.59716,            0.024389,           0.0038418,           0.0010496,           0.0020602,           0.0020602,           0.0020602
                 403,            0.030454,            0.016593,           0.0013815,              0.9644,                   1,               0.995,             0.59716,            0.024389,           0.0038418,           0.0010496,           0.0020404,           0.0020404,           0.0020404
                 404,            0.032582,             0.01935,           0.0013649,             0.96476,                   1,               0.995,              0.5972,            0.024983,           0.0038378,           0.0010445,           0.0020206,           0.0020206,           0.0020206
                 405,            0.033917,            0.016905,           0.0013482,             0.96476,                   1,               0.995,              0.5972,            0.024983,           0.0038378,           0.0010445,           0.0020008,           0.0020008,           0.0020008
                 406,            0.032164,            0.013048,           0.0013345,             0.96476,                   1,               0.995,              0.5972,            0.024983,           0.0038378,           0.0010445,            0.001981,            0.001981,            0.001981
                 407,            0.033659,            0.017814,           0.0013346,              0.9471,                   1,               0.995,             0.59713,            0.024049,           0.0037828,           0.0010254,           0.0019612,           0.0019612,           0.0019612
                 408,            0.032538,            0.017874,           0.0013006,              0.9471,                   1,               0.995,             0.59713,            0.024049,           0.0037828,           0.0010254,           0.0019414,           0.0019414,           0.0019414
                 409,            0.030418,            0.019488,           0.0012833,              0.9471,                   1,               0.995,             0.59713,            0.024049,           0.0037828,           0.0010254,           0.0019216,           0.0019216,           0.0019216
                 410,            0.034161,            0.017227,           0.0013594,              0.9471,                   1,               0.995,             0.59713,            0.024049,           0.0037828,           0.0010254,           0.0019018,           0.0019018,           0.0019018
                 411,              0.0321,            0.016187,           0.0013533,             0.87701,                   1,               0.995,             0.57226,            0.025394,           0.0038632,           0.0010297,            0.001882,            0.001882,            0.001882
                 412,             0.03608,             0.01836,           0.0012208,             0.87701,                   1,               0.995,             0.57226,            0.025394,           0.0038632,           0.0010297,           0.0018622,           0.0018622,           0.0018622
                 413,            0.032534,            0.016907,           0.0012341,             0.87701,                   1,               0.995,             0.57226,            0.025394,           0.0038632,           0.0010297,           0.0018424,           0.0018424,           0.0018424
                 414,            0.032164,            0.019923,           0.0012408,              0.8798,                   1,               0.995,              0.8955,            0.024197,            0.003807,           0.0010284,           0.0018226,           0.0018226,           0.0018226
                 415,            0.035685,            0.018449,           0.0013407,              0.8798,                   1,               0.995,              0.8955,            0.024197,            0.003807,           0.0010284,           0.0018028,           0.0018028,           0.0018028
                 416,            0.036522,            0.016691,           0.0013686,              0.8798,                   1,               0.995,              0.8955,            0.024197,            0.003807,           0.0010284,            0.001783,            0.001783,            0.001783
                 417,            0.035655,            0.019452,           0.0014038,             0.96646,                   1,               0.995,              0.8955,            0.024156,           0.0037419,           0.0010245,           0.0017632,           0.0017632,           0.0017632
                 418,            0.030987,             0.01548,           0.0012733,             0.96646,                   1,               0.995,              0.8955,            0.024156,           0.0037419,           0.0010245,           0.0017434,           0.0017434,           0.0017434
                 419,            0.033334,            0.016304,           0.0012374,             0.96646,                   1,               0.995,              0.8955,            0.024156,           0.0037419,           0.0010245,           0.0017236,           0.0017236,           0.0017236
                 420,             0.03437,            0.016596,            0.001182,             0.87844,                   1,               0.995,               0.796,            0.023539,           0.0036321,          0.00099516,           0.0017038,           0.0017038,           0.0017038
                 421,            0.032453,            0.017108,           0.0012793,             0.87844,                   1,               0.995,               0.796,            0.023539,           0.0036321,          0.00099516,            0.001684,            0.001684,            0.001684
                 422,            0.031683,             0.01386,           0.0012381,             0.87844,                   1,               0.995,               0.796,            0.023539,           0.0036321,          0.00099516,           0.0016642,           0.0016642,           0.0016642
                 423,            0.034531,            0.021384,            0.001281,             0.96935,                   1,               0.995,              0.8955,              0.0241,           0.0036964,          0.00098641,           0.0016444,           0.0016444,           0.0016444
                 424,            0.036664,            0.015533,           0.0011734,             0.96935,                   1,               0.995,              0.8955,              0.0241,           0.0036964,          0.00098641,           0.0016246,           0.0016246,           0.0016246
                 425,            0.035931,            0.020799,           0.0012609,             0.96935,                   1,               0.995,              0.8955,              0.0241,           0.0036964,          0.00098641,           0.0016048,           0.0016048,           0.0016048
                 426,            0.032162,            0.018092,           0.0012318,             0.96935,                   1,               0.995,              0.8955,              0.0241,           0.0036964,          0.00098641,            0.001585,            0.001585,            0.001585
                 427,            0.033093,            0.015217,           0.0013541,              0.9691,                   1,               0.995,              0.8955,            0.024823,           0.0036514,          0.00095536,           0.0015652,           0.0015652,           0.0015652
                 428,             0.03065,            0.015222,           0.0012726,              0.9691,                   1,               0.995,              0.8955,            0.024823,           0.0036514,          0.00095536,           0.0015454,           0.0015454,           0.0015454
                 429,            0.030468,            0.020327,           0.0012298,              0.9691,                   1,               0.995,              0.8955,            0.024823,           0.0036514,          0.00095536,           0.0015256,           0.0015256,           0.0015256
                 430,            0.034313,            0.020786,           0.0011978,             0.95713,                   1,               0.995,              0.8955,            0.024419,           0.0036699,           0.0009602,           0.0015058,           0.0015058,           0.0015058
                 431,            0.033366,            0.017895,           0.0011865,             0.95713,                   1,               0.995,              0.8955,            0.024419,           0.0036699,           0.0009602,            0.001486,            0.001486,            0.001486
                 432,            0.031449,            0.017428,           0.0012169,             0.95713,                   1,               0.995,              0.8955,            0.024419,           0.0036699,           0.0009602,           0.0014662,           0.0014662,           0.0014662
                 433,            0.031884,            0.018764,           0.0013451,             0.97052,                   1,               0.995,             0.92044,            0.023686,            0.003596,          0.00095052,           0.0014464,           0.0014464,           0.0014464
                 434,            0.031509,            0.016456,           0.0012885,             0.97052,                   1,               0.995,             0.92044,            0.023686,            0.003596,          0.00095052,           0.0014266,           0.0014266,           0.0014266
                 435,            0.034462,            0.021124,           0.0012382,             0.97052,                   1,               0.995,             0.92044,            0.023686,            0.003596,          0.00095052,           0.0014068,           0.0014068,           0.0014068
                 436,             0.03008,             0.01638,           0.0013004,             0.97097,                   1,               0.995,             0.92043,            0.022753,           0.0035582,          0.00095085,            0.001387,            0.001387,            0.001387
                 437,            0.032104,            0.018774,           0.0011962,             0.97097,                   1,               0.995,             0.92043,            0.022753,           0.0035582,          0.00095085,           0.0013672,           0.0013672,           0.0013672
                 438,            0.031018,            0.015642,            0.001236,             0.97097,                   1,               0.995,             0.92043,            0.022753,           0.0035582,          0.00095085,           0.0013474,           0.0013474,           0.0013474
                 439,            0.032861,            0.017708,           0.0011286,              0.9705,                   1,               0.995,              0.8955,            0.023432,           0.0036079,          0.00093336,           0.0013276,           0.0013276,           0.0013276
                 440,            0.035163,            0.019639,           0.0012718,              0.9705,                   1,               0.995,              0.8955,            0.023432,           0.0036079,          0.00093336,           0.0013078,           0.0013078,           0.0013078
                 441,            0.031902,            0.017472,            0.001177,              0.9705,                   1,               0.995,              0.8955,            0.023432,           0.0036079,          0.00093336,            0.001288,            0.001288,            0.001288
                 442,            0.032448,            0.017825,           0.0012036,              0.9705,                   1,               0.995,              0.8955,            0.023432,           0.0036079,          0.00093336,           0.0012682,           0.0012682,           0.0012682
                 443,            0.033147,             0.01626,           0.0010759,              0.8959,                   1,               0.995,               0.796,            0.024037,           0.0036446,          0.00092614,           0.0012484,           0.0012484,           0.0012484
                 444,            0.033055,            0.018295,           0.0011916,              0.8959,                   1,               0.995,               0.796,            0.024037,           0.0036446,          0.00092614,           0.0012286,           0.0012286,           0.0012286
                 445,            0.031348,            0.015685,           0.0011881,              0.8959,                   1,               0.995,               0.796,            0.024037,           0.0036446,          0.00092614,           0.0012088,           0.0012088,           0.0012088
                 446,            0.032906,            0.019335,           0.0011277,             0.89385,                   1,               0.995,              0.8457,            0.023677,           0.0035728,          0.00091668,            0.001189,            0.001189,            0.001189
                 447,            0.034089,            0.018382,           0.0011227,             0.89385,                   1,               0.995,              0.8457,            0.023677,           0.0035728,          0.00091668,           0.0011692,           0.0011692,           0.0011692
                 448,            0.033294,             0.01783,           0.0011251,             0.89385,                   1,               0.995,              0.8457,            0.023677,           0.0035728,          0.00091668,           0.0011494,           0.0011494,           0.0011494
                 449,            0.032481,            0.018317,           0.0011441,             0.97826,                   1,               0.995,              0.8955,            0.022938,           0.0034807,          0.00089002,           0.0011296,           0.0011296,           0.0011296
                 450,            0.034437,            0.023123,           0.0012248,             0.97826,                   1,               0.995,              0.8955,            0.022938,           0.0034807,          0.00089002,           0.0011098,           0.0011098,           0.0011098
                 451,            0.029546,            0.012963,           0.0012156,             0.97826,                   1,               0.995,              0.8955,            0.022938,           0.0034807,          0.00089002,             0.00109,             0.00109,             0.00109
                 452,             0.03042,             0.01403,           0.0011854,             0.89304,                   1,               0.995,              0.8955,            0.024415,           0.0036282,          0.00088925,           0.0010702,           0.0010702,           0.0010702
                 453,            0.027745,            0.015994,           0.0011965,             0.89304,                   1,               0.995,              0.8955,            0.024415,           0.0036282,          0.00088925,           0.0010504,           0.0010504,           0.0010504
                 454,            0.033321,            0.018759,           0.0011417,             0.89304,                   1,               0.995,              0.8955,            0.024415,           0.0036282,          0.00088925,           0.0010306,           0.0010306,           0.0010306
                 455,            0.030105,            0.015216,            0.001125,             0.97875,                   1,               0.995,              0.8955,            0.023293,           0.0035576,          0.00088297,           0.0010108,           0.0010108,           0.0010108
                 456,             0.02955,            0.015004,           0.0011056,             0.97875,                   1,               0.995,              0.8955,            0.023293,           0.0035576,          0.00088297,            0.000991,            0.000991,            0.000991
                 457,             0.03517,            0.017532,           0.0012672,             0.97875,                   1,               0.995,              0.8955,            0.023293,           0.0035576,          0.00088297,           0.0009712,           0.0009712,           0.0009712
                 458,            0.032934,            0.022734,           0.0012178,             0.97875,                   1,               0.995,              0.8955,            0.023293,           0.0035576,          0.00088297,           0.0009514,           0.0009514,           0.0009514
                 459,            0.031962,            0.017938,           0.0012305,             0.97872,                   1,               0.995,              0.8955,            0.023038,           0.0035207,          0.00088788,           0.0009316,           0.0009316,           0.0009316
                 460,            0.029839,            0.017215,           0.0011632,             0.97872,                   1,               0.995,              0.8955,            0.023038,           0.0035207,          0.00088788,           0.0009118,           0.0009118,           0.0009118
                 461,            0.026877,            0.013322,           0.0012262,             0.97872,                   1,               0.995,              0.8955,            0.023038,           0.0035207,          0.00088788,            0.000892,            0.000892,            0.000892
                 462,            0.031496,            0.013703,           0.0011237,             0.97861,                   1,               0.995,              0.8955,            0.023088,           0.0035285,           0.0008905,           0.0008722,           0.0008722,           0.0008722
                 463,            0.032907,            0.020087,           0.0011757,             0.97861,                   1,               0.995,              0.8955,            0.023088,           0.0035285,           0.0008905,           0.0008524,           0.0008524,           0.0008524
                 464,            0.026918,            0.013453,           0.0010873,             0.97861,                   1,               0.995,              0.8955,            0.023088,           0.0035285,           0.0008905,           0.0008326,           0.0008326,           0.0008326
                 465,            0.034125,            0.015618,            0.001164,             0.97164,                   1,               0.995,              0.8955,              0.0236,           0.0035701,          0.00086977,           0.0008128,           0.0008128,           0.0008128
                 466,            0.031175,            0.017917,           0.0011439,             0.97164,                   1,               0.995,              0.8955,              0.0236,           0.0035701,          0.00086977,            0.000793,            0.000793,            0.000793
                 467,            0.026429,            0.014342,           0.0011521,             0.97164,                   1,               0.995,              0.8955,              0.0236,           0.0035701,          0.00086977,           0.0007732,           0.0007732,           0.0007732
                 468,            0.029089,            0.014609,           0.0010918,             0.97146,                   1,               0.995,              0.8955,            0.023793,           0.0036204,          0.00086279,           0.0007534,           0.0007534,           0.0007534
                 469,            0.033818,            0.017639,           0.0011863,             0.97146,                   1,               0.995,              0.8955,            0.023793,           0.0036204,          0.00086279,           0.0007336,           0.0007336,           0.0007336
                 470,            0.031698,            0.017229,           0.0011623,             0.97146,                   1,               0.995,              0.8955,            0.023793,           0.0036204,          0.00086279,           0.0007138,           0.0007138,           0.0007138
                 471,            0.031241,            0.016532,           0.0012395,             0.97164,                   1,               0.995,              0.8955,            0.023034,           0.0035691,          0.00086333,            0.000694,            0.000694,            0.000694
                 472,            0.031809,             0.01691,           0.0011428,             0.97164,                   1,               0.995,              0.8955,            0.023034,           0.0035691,          0.00086333,           0.0006742,           0.0006742,           0.0006742
                 473,            0.031382,            0.016746,            0.001198,             0.97164,                   1,               0.995,              0.8955,            0.023034,           0.0035691,          0.00086333,           0.0006544,           0.0006544,           0.0006544
                 474,            0.028612,            0.015722,           0.0010371,             0.97164,                   1,               0.995,              0.8955,            0.023034,           0.0035691,          0.00086333,           0.0006346,           0.0006346,           0.0006346
                 475,             0.03194,            0.019264,           0.0011544,             0.97065,                   1,               0.995,             0.84566,            0.023118,           0.0035238,          0.00085348,           0.0006148,           0.0006148,           0.0006148
                 476,            0.028307,            0.016503,           0.0010944,             0.97065,                   1,               0.995,             0.84566,            0.023118,           0.0035238,          0.00085348,            0.000595,            0.000595,            0.000595
                 477,            0.032316,            0.020263,            0.001185,             0.97065,                   1,               0.995,             0.84566,            0.023118,           0.0035238,          0.00085348,           0.0005752,           0.0005752,           0.0005752
                 478,            0.031723,            0.014112,           0.0011848,             0.97049,                   1,               0.995,             0.84567,              0.0235,           0.0035461,          0.00085544,           0.0005554,           0.0005554,           0.0005554
                 479,            0.032348,            0.018269,            0.001102,             0.97049,                   1,               0.995,             0.84567,              0.0235,           0.0035461,          0.00085544,           0.0005356,           0.0005356,           0.0005356
                 480,            0.029618,              0.0198,           0.0012159,             0.97049,                   1,               0.995,             0.84567,              0.0235,           0.0035461,          0.00085544,           0.0005158,           0.0005158,           0.0005158
                 481,            0.031001,            0.013931,           0.0010649,             0.97898,                   1,               0.995,              0.8955,             0.02283,           0.0035281,          0.00085955,            0.000496,            0.000496,            0.000496
                 482,            0.033571,            0.021033,           0.0012148,             0.97898,                   1,               0.995,              0.8955,             0.02283,           0.0035281,          0.00085955,           0.0004762,           0.0004762,           0.0004762
                 483,            0.029413,            0.013271,           0.0010702,             0.97898,                   1,               0.995,              0.8955,             0.02283,           0.0035281,          0.00085955,           0.0004564,           0.0004564,           0.0004564
                 484,             0.03093,            0.018049,           0.0012159,             0.97855,                   1,               0.995,              0.8955,            0.022535,           0.0034751,          0.00084818,           0.0004366,           0.0004366,           0.0004366
                 485,            0.034606,            0.017552,            0.001306,             0.97855,                   1,               0.995,              0.8955,            0.022535,           0.0034751,          0.00084818,           0.0004168,           0.0004168,           0.0004168
                 486,            0.033782,            0.016865,           0.0011489,             0.97855,                   1,               0.995,              0.8955,            0.022535,           0.0034751,          0.00084818,            0.000397,            0.000397,            0.000397
                 487,            0.029472,            0.014203,           0.0011014,             0.97896,                   1,               0.995,              0.8955,            0.022844,            0.003459,          0.00084752,           0.0003772,           0.0003772,           0.0003772
